Year,Month,Category,Revenue,Profit,Units,Avg_Discount,Margin_Pct,Date
2013,6,Office Supplies,111476.9224,10627.0919,3259,0.1312756756756757,9.53,2013-06-01
2013,6,Technology,169780.46,24654.5027,1105,0.13717610062893082,14.52,2013-06-01
2013,7,Furniture,71863.4511,6862.5391,657,0.1548901098901099,9.55,2013-07-01
2013,7,Office Supplies,70281.5135,12830.793599999999,1926,0.12335766423357664,18.26,2013-07-01
2013,7,Technology,87783.9874,9170.4945,669,0.15309743589743588,10.45,2013-07-01
2013,8,Furniture,112305.505,4536.1751,886,0.16307377049180327,4.04,2013-08-01
2013,8,Office Supplies,93140.217,11041.1275,3145,0.13818083961248656,11.85,2013-08-01
2013,8,Technology,121043.06736,15446.36586,903,0.12817843866171003,12.76,2013-08-01
2013,9,Furniture,127700.6854,11511.983,1169,0.1789442815249267,9.01,2013-09-01
2013,9,Office Supplies,110761.6735,14370.4206,3590,0.1345595353339787,12.97,2013-09-01
2013,9,Technology,138156.88678,13023.26418,1034,0.1319935064935065,9.43,2013-09-01
2013,10,Furniture,89318.5585,6711.7821,866,0.177431906614786,7.51,2013-10-01
2013,10,Office Supplies,77392.8214,11880.344000000001,2214,0.13800637958532697,15.35,2013-10-01
2013,10,Technology,126695.26298,23841.09648,803,0.13300925925925927,18.82,2013-10-01
2013,11,Furniture,122802.7219,13528.838,1084,0.1495364238410596,11.02,2013-11-01
2013,11,Office Supplies,110735.7777,16435.1859,3342,0.1348715313463515,14.84,2013-11-01
2013,11,Technology,140450.8605,18098.9728,1130,0.12128971962616822,12.89,2013-11-01
2013,12,Furniture,143203.0529,8561.1667,1222,0.17495548961424331,5.98,2013-12-01
2013,12,Office Supplies,127926.2095,25563.4914,3361,0.12386315789473684,19.98,2013-12-01
2013,12,Technology,134325.11562,16078.21302,1111,0.1494031746031746,11.97,2013-12-01
2014,1,Furniture,69799.4707,4522.818499999999,560,0.15116564417177913,6.48,2014-01-01
2014,1,Office Supplies,76653.9148,9592.7558,1923,0.1377836879432624,12.51,2014-01-01
2014,1,Technology,94815.17016,13885.81196,639,0.13391623036649214,14.65,2014-01-01
2014,2,Furniture,57702.83,3819.1205000000004,477,0.1663970588235294,6.62,2014-02-01
2014,2,Office Supplies,55184.022,7191.9211,1422,0.1439072847682119,13.03,2014-02-01
2014,2,Technology,71950.50356,8740.65836,583,0.13955688622754492,12.15,2014-02-01
2014,3,Furniture,89705.3815,9499.6973,740,0.1577941176470588,10.59,2014-03-01
2014,3,Office Supplies,77576.2681,10728.8105,2298,0.12532233883058472,13.83,2014-03-01
2014,3,Technology,95819.12302,17128.75272,684,0.1331776649746193,17.88,2014-03-01
2014,4,Furniture,70576.3313,3214.5958,732,0.17441747572815533,4.55,2014-04-01
2014,4,Office Supplies,81346.362,10082.4686,2204,0.1593663060278207,12.39,2014-04-01
2014,4,Technology,90849.168,10485.2368,658,0.12606060606060607,11.54,2014-04-01
2014,5,Furniture,98312.1039,4714.8752,857,0.1809486166007905,4.8,2014-05-01
2014,5,Office Supplies,97974.889,14489.8931,2671,0.13660493827160494,14.79,2014-05-01
2014,5,Technology,92114.05324,14748.78944,772,0.14731221719457013,16.01,2014-05-01
2014,6,Furniture,136154.2801,7455.4391000000005,1080,0.16415625,5.48,2014-06-01
2014,6,Office Supplies,120308.8106,16228.0873,3764,0.13642143505903723,13.49,2014-06-01
2014,6,Technology,145350.9724,20095.076399999998,1165,0.1490275229357798,13.83,2014-06-01
2014,7,Furniture,82368.185,3410.5897,727,0.16495327102803736,4.14,2014-07-01
2014,7,Office Supplies,76947.5027,11517.0565,2142,0.1502121212121212,14.97,2014-07-01
2014,7,Technology,99389.99278,13108.22638,768,0.13648826291079813,13.19,2014-07-01
2014,8,Furniture,126283.8429,9018.0539,960,0.15701067615658362,7.14,2014-08-01
2014,8,Office Supplies,155430.7692,24209.915,3679,0.12345785440613029,15.58,2014-08-01
2014,8,Technology,174905.33026,20314.92606,1185,0.1276057142857143,11.61,2014-08-01
2014,9,Furniture,175776.6427,17999.272,1382,0.17223880597014923,10.24,2014-09-01
2014,9,Office Supplies,134386.528,21769.7576,4136,0.13105697770437655,16.2,2014-09-01
2014,9,Technology,170994.073,28210.4215,1319,0.10899753086419753,16.5,2014-09-01
2014,10,Furniture,130701.1759,9066.2174,1163,0.1551840490797546,6.94,2014-10-01
2014,10,Office Supplies,115770.9289,18911.3409,3484,0.14608427543679342,16.34,2014-10-01
2014,10,Technology,176294.52436,30232.27646,1229,0.12544954128440367,17.15,2014-10-01
2014,11,Furniture,168848.6682,9106.119999999999,1453,0.16444717444717447,5.39,2014-11-01
2014,11,Office Supplies,163851.3215,22452.7815,4656,0.1412114197530864,13.7,2014-11-01
2014,11,Technology,222579.0373,31297.6864,1597,0.12262162162162163,14.06,2014-11-01
2014,12,Furniture,171826.7786,7485.2635,1535,0.1803448275862069,4.36,2014-12-01
2014,12,Office Supplies,150220.1896,12751.2685,4545,0.15092862624712203,8.49,2014-12-01
2014,12,Technology,181096.72528,26679.98868,1433,0.1445686746987952,14.73,2014-12-01
