Region,Country,Segment,Revenue,Cost,Profit,Units,Orders,Avg_Discount,Margin_Pct
Caribbean,Dominican Republic,Home Office,27310.68548,29167.920000000002,-1857.2345200000002,707,98,0.2490537634408602,-6.8
Caribbean,Guadeloupe,Consumer,373.48,255.7,117.78,8,2,0.0,31.54
Caribbean,Guadeloupe,Home Office,1088.16,729.74,358.42,16,2,0.0,32.94
Caribbean,Haiti,Consumer,7149.53328,9690.6,-2541.06672,221,22,0.43966037735849056,-35.54
Caribbean,Haiti,Corporate,2925.43336,4262.62,-1337.18664,130,15,0.4395263157894737,-45.71
Caribbean,Haiti,Home Office,963.36236,1272.42,-309.05764,41,5,0.44630769230769235,-32.08
Caribbean,Jamaica,Consumer,2954.8799999999997,2348.64,606.24,44,7,0.0,20.52
Caribbean,Jamaica,Corporate,1967.90584,1656.82,311.08584,44,5,0.00014285714285714287,15.81
Caribbean,Jamaica,Home Office,1839.0,1364.1000000000001,474.9,24,3,0.0,25.82
Caribbean,Martinique,Consumer,2262.07104,1867.32,394.75104,84,8,0.00010526315789473685,17.45
Caribbean,Martinique,Corporate,2550.8,2060.4,490.4,28,1,0.0,19.23
Caribbean,Martinique,Home Office,1155.28,926.2199999999999,229.06,10,2,0.0,19.83
Caribbean,Trinidad and Tobago,Consumer,1755.494,1089.74,665.754,30,3,0.20999999999999996,37.92
Caribbean,Trinidad and Tobago,Corporate,2212.47344,1611.12,601.35344,56,5,0.06381818181818182,27.18
Caribbean,Trinidad and Tobago,Home Office,2913.19704,1879.8200000000002,1033.37704,34,5,0.078,35.47
Central,Austria,Consumer,43522.8,31475.79,12047.01,516,67,0.0,27.68
Central,Austria,Corporate,22306.98,16287.78,6019.2,272,46,0.0,26.98
Central,Austria,Home Office,15332.22,11956.17,3376.05,209,26,0.0,22.02
Central,Belgium,Consumer,24916.829999999998,19333.95,5582.88,252,35,0.0,22.41
Central,Belgium,Corporate,15800.88,12472.59,3328.29,225,26,0.0,21.06
Central,Belgium,Home Office,8508.99,5847.570000000001,2661.42,98,12,0.0,31.28
Central,El Salvador,Consumer,106002.60564,80621.88,25380.72564,1450,199,0.0050471464019851125,23.94
Central,El Salvador,Corporate,48382.08836,37567.68,10814.40836,838,110,0.0019174311926605505,22.35
Central,El Salvador,Home Office,23170.2092,17342.1,5828.1092,446,66,0.003617391304347826,25.15
Central,France,Consumer,434394.0885,384075.72,50318.3685,5520,693,0.0738487972508591,11.58
Central,France,Corporate,282105.921,245000.37,37105.551,3385,437,0.07364253393665157,13.15
Central,France,Home Office,142431.0735,120825.99,21605.0835,1899,247,0.0651639344262295,15.17
Central,Germany,Consumer,343494.873,276460.38,67034.493,4161,509,0.059284420289855075,19.52
Central,Germany,Corporate,174895.1025,149105.19,25789.9125,2276,281,0.054394693200663355,14.75
Central,Germany,Home Office,110450.055,95951.64,14498.415,1308,174,0.05460893854748604,13.13
Central,Guatemala,Consumer,68962.92184,53993.72,14969.20184,961,144,0.0022949640287769787,21.71
Central,Guatemala,Corporate,34022.3854,27950.34,6072.0454,520,70,0.004474820143884893,17.85
Central,Guatemala,Home Office,28617.15952,21713.72,6903.43952,439,52,0.003903846153846154,24.12
Central,Honduras,Consumer,42445.10552,57244.26,-14799.15448,1281,183,0.407936231884058,-34.87
Central,Honduras,Corporate,29006.46144,38129.8,-9123.33856,724,93,0.40865714285714283,-31.45
Central,Honduras,Home Office,18674.08164,24233.96,-5559.87836,551,73,0.402,-29.77
Central,Netherlands,Consumer,51288.792,79039.95,-27751.158,990,108,0.482,-54.11
Central,Netherlands,Corporate,12633.807,18512.13,-5878.323,371,55,0.4844660194174757,-46.53
Central,Netherlands,Home Office,13592.346,21032.94,-7440.594,321,48,0.4780487804878049,-54.74
Central,Nicaragua,Consumer,73097.21304,59236.74,13860.47304,1098,155,0.00346,18.96
Central,Nicaragua,Corporate,46770.41612,35226.8,11543.61612,751,99,0.0010334928229665072,24.68
Central,Nicaragua,Home Office,29819.4354,21822.08,7997.3554,386,61,0.0001523809523809524,26.82
Central,Panama,Consumer,26259.82888,34944.28,-8684.45112,709,96,0.40173262032085566,-33.07
Central,Panama,Corporate,17252.70484,22585.9,-5333.19516,471,67,0.40491200000000005,-30.91
Central,Panama,Home Office,8027.3938,11733.2,-3705.8062,246,36,0.41981578947368425,-46.16
Central,Switzerland,Consumer,13564.68,9547.02,4017.6600000000003,198,26,0.0,29.62
Central,Switzerland,Corporate,9191.34,6368.1,2823.24,79,10,0.0,30.72
Central,Switzerland,Home Office,2121.84,1725.27,396.57,31,4,0.0,18.69
Central,United States,Consumer,252031.434,243467.3859,8564.0481,4519,604,0.2520297029702971,3.4
Central,United States,Corporate,157995.8128,139291.9108,18703.902000000002,2604,348,0.2398216939078752,11.84
Central,United States,Home Office,91212.644,78774.2316,12438.4124,1657,223,0.20885844748858448,13.64
Central Asia,Afghanistan,Consumer,3589.23,2797.38,791.85,70,8,0.0,22.06
Central Asia,Afghanistan,Corporate,14503.89,10891.619999999999,3612.27,132,14,0.0,24.91
Central Asia,Afghanistan,Home Office,3580.2000000000003,2524.02,1056.18,26,4,0.0,29.5
Central Asia,Bangladesh,Consumer,39955.590000000004,29898.3,10057.289999999999,384,44,0.0,25.17
Central Asia,Bangladesh,Corporate,28457.61,21483.35,6974.26,198,20,0.0,24.51
Central Asia,Bangladesh,Home Office,9843.27,7443.93,2399.34,98,18,0.0,24.38
Central Asia,India,Consumer,299383.515,232567.32,66816.195,3020,416,0.0196078431372549,22.32
Central Asia,India,Corporate,167949.975,130958.76,36991.215000000004,1594,216,0.013953488372093023,22.03
Central Asia,India,Home Office,122316.615,97052.19,25264.425,1144,153,0.01779935275080906,20.65
Central Asia,Nepal,Consumer,2067.0299999999997,1688.46,378.57,44,3,0.0,18.31
Central Asia,Nepal,Corporate,1396.65,920.58,476.07,21,2,0.0,34.09
Central Asia,Nepal,Home Office,58.56,35.760000000000005,22.8,4,1,0.0,38.93
Central Asia,Pakistan,Consumer,24060.129,32907.96,-8847.831,417,55,0.43394495412844036,-36.77
Central Asia,Pakistan,Corporate,22664.223,29210.940000000002,-6546.717,345,49,0.44255319148936173,-28.89
Central Asia,Pakistan,Home Office,12148.26,19200.36,-7052.099999999999,186,19,0.4739130434782609,-58.05
Central Asia,Sri Lanka,Corporate,568.02,519.7800000000001,48.24,12,2,0.0,8.49
Central Asia,Sri Lanka,Home Office,283.8,245.67000000000002,38.129999999999995,20,2,0.0,13.44
EMEA,Albania,Consumer,1007.31,676.8899999999999,330.42,13,3,0.0,32.8
EMEA,Albania,Corporate,2326.89,1970.0699999999997,356.82,23,6,0.0,15.33
EMEA,Albania,Home Office,553.92,531.8399999999999,22.08,4,1,0.0,3.99
EMEA,Armenia,Consumer,156.75,87.66,69.09,3,2,0.0,44.08
EMEA,Austria,Consumer,3885.3,2796.03,1089.27,47,13,0.0,28.04
EMEA,Austria,Corporate,4271.85,3378.69,893.16,57,13,0.0,20.91
EMEA,Austria,Home Office,3219.9,2302.8900000000003,917.01,47,8,0.0,28.48
EMEA,Azerbaijan,Consumer,2862.21,1783.2300000000002,1078.98,24,10,0.0,37.7
EMEA,Azerbaijan,Corporate,2769.3,2017.23,752.07,30,10,0.0,27.16
EMEA,Bahrain,Corporate,669.18,656.3399999999999,12.84,6,1,0.0,1.92
EMEA,Belarus,Consumer,5972.400000000001,3957.6,2014.8,96,22,0.0,33.74
EMEA,Belarus,Corporate,2627.9700000000003,1685.3100000000002,942.66,43,9,0.0,35.87
EMEA,Belarus,Home Office,4785.72,3208.92,1576.8,39,11,0.0,32.95
EMEA,Bosnia and Herzegovina,Consumer,1628.97,1189.98,438.99,19,3,0.0,26.95
EMEA,Bosnia and Herzegovina,Corporate,349.2,240.95999999999998,108.24,8,1,0.0,31.0
EMEA,Bosnia and Herzegovina,Home Office,621.09,508.14,112.95,23,4,0.0,18.19
EMEA,Bulgaria,Consumer,10897.44,8158.53,2738.91,129,26,0.0,25.13
EMEA,Bulgaria,Corporate,1918.68,1353.96,564.72,15,7,0.0,29.43
EMEA,Bulgaria,Home Office,2741.52,2122.56,618.96,30,8,0.0,22.58
EMEA,Croatia,Consumer,2287.38,1580.8200000000002,706.56,47,11,0.0,30.89
EMEA,Croatia,Corporate,1741.1399999999999,1259.28,481.85999999999996,34,7,0.0,27.67
EMEA,Croatia,Home Office,432.65999999999997,317.15999999999997,115.5,9,2,0.0,26.7
EMEA,Czech Republic,Consumer,4238.07,3268.5299999999997,969.54,64,16,0.0,22.88
EMEA,Czech Republic,Corporate,1829.25,1436.43,392.82,41,10,0.0,21.47
EMEA,Czech Republic,Home Office,3506.61,2775.42,731.1899999999999,59,10,0.0,20.85
EMEA,Estonia,Consumer,1482.6899999999998,1012.4999999999999,470.19,5,2,0.0,31.71
EMEA,Estonia,Corporate,2997.15,2357.16,639.99,19,5,0.0,21.35
EMEA,Georgia,Consumer,4524.27,3522.69,1001.5799999999999,49,10,0.0,22.14
EMEA,Georgia,Corporate,799.5,540.48,259.02,27,7,0.0,32.4
EMEA,Georgia,Home Office,103.65,78.57000000000001,25.08,5,2,0.0,24.2
EMEA,Hungary,Consumer,3741.75,2942.0699999999997,799.68,71,15,0.0,21.37
EMEA,Hungary,Corporate,6577.68,5281.95,1295.73,56,7,0.0,19.7
EMEA,Hungary,Home Office,3934.62,2828.1,1106.52,47,6,0.0,28.12
EMEA,Iran,Consumer,62017.86,47085.72,14932.14,757,172,0.0,24.08
EMEA,Iran,Corporate,33747.45,25579.65,8167.8,420,97,0.0,24.2
EMEA,Iran,Home Office,17980.8,14224.5,3756.2999999999997,217,52,0.0,20.89
EMEA,Iraq,Consumer,41592.84,30292.17,11300.67,460,107,0.0,27.17
EMEA,Iraq,Corporate,19513.47,14169.66,5343.81,255,56,0.0,27.39
EMEA,Iraq,Home Office,9608.49,8009.76,1598.73,143,37,0.0,16.64
EMEA,Israel,Consumer,6489.24,5172.93,1316.31,95,24,0.0,20.28
EMEA,Israel,Corporate,7903.44,6752.94,1150.5,90,16,0.0,14.56
EMEA,Israel,Home Office,4901.4,3808.98,1092.42,40,8,0.0,22.29
EMEA,Jordan,Consumer,5281.68,4052.07,1229.61,64,9,0.0,23.28
EMEA,Jordan,Corporate,894.06,649.95,244.10999999999999,25,5,0.0,27.3
EMEA,Jordan,Home Office,1150.4099999999999,800.4300000000001,349.98,17,3,0.0,30.42
EMEA,Kazakhstan,Consumer,3029.346,7597.5599999999995,-4568.214,129,28,0.7,-150.8
EMEA,Kazakhstan,Corporate,1133.262,2918.7599999999998,-1785.498,52,16,0.7,-157.55
EMEA,Kazakhstan,Home Office,442.836,1189.02,-746.1840000000001,28,10,0.7,-168.5
EMEA,Kyrgyzstan,Consumer,2745.57,1808.64,936.93,40,12,0.0,34.13
EMEA,Kyrgyzstan,Corporate,390.99,266.15999999999997,124.83,5,2,0.0,31.93
EMEA,Kyrgyzstan,Home Office,1969.74,1296.18,673.56,34,4,0.0,34.2
EMEA,Lebanon,Consumer,1935.03,1340.4899999999998,594.5400000000001,13,5,0.0,30.73
EMEA,Lebanon,Corporate,200.76000000000002,121.92000000000002,78.83999999999999,2,1,0.0,39.27
EMEA,Lebanon,Home Office,660.87,425.85,235.01999999999998,3,2,0.0,35.56
EMEA,Lithuania,Consumer,2795.004,6079.38,-3284.376,83,12,0.7,-117.51
EMEA,Lithuania,Corporate,3638.997,8734.11,-5095.113,42,10,0.7,-140.01
EMEA,Lithuania,Home Office,290.331,876.96,-586.629,18,3,0.7,-202.06
EMEA,Macedonia,Consumer,198.66,159.77999999999997,38.879999999999995,5,2,0.0,19.57
EMEA,Macedonia,Home Office,10.98,6.48,4.5,1,1,0.0,40.98
EMEA,Moldova,Consumer,3311.61,2569.41,742.2,50,7,0.0,22.41
EMEA,Moldova,Corporate,977.13,779.34,197.79000000000002,29,5,0.0,20.24
EMEA,Moldova,Home Office,851.19,663.96,187.23,16,4,0.0,22.0
EMEA,Mongolia,Consumer,143.64,113.55,30.09,5,3,0.0,20.95
EMEA,Mongolia,Corporate,5934.78,4690.05,1244.73,52,7,0.0,20.97
EMEA,Mongolia,Home Office,671.1899999999999,422.58,248.61,14,2,0.0,37.04
EMEA,Montenegro,Consumer,10.53,8.129999999999999,2.4,1,1,0.0,22.79
EMEA,Montenegro,Corporate,3993.8399999999997,2709.48,1284.3600000000001,12,1,0.0,32.16
EMEA,Poland,Consumer,17534.1,13397.55,4136.55,279,56,0.0,23.59
EMEA,Poland,Corporate,14211.6,10442.16,3769.44,153,35,0.0,26.52
EMEA,Poland,Home Office,12483.15,9406.02,3077.13,131,26,0.0,24.65
EMEA,Qatar,Consumer,4802.1,3714.15,1087.95,25,4,0.0,22.66
EMEA,Qatar,Corporate,1060.38,734.55,325.83,15,1,0.0,30.73
EMEA,Qatar,Home Office,187.32,98.21999999999998,89.10000000000001,7,1,0.0,47.57
EMEA,Romania,Consumer,16781.73,13579.53,3202.2000000000003,165,43,0.0,19.08
EMEA,Romania,Corporate,13122.33,10178.64,2943.69,132,31,0.0,22.43
EMEA,Romania,Home Office,7352.52,5872.14,1480.38,79,16,0.0,20.13
EMEA,Russia,Consumer,40332.54,29758.08,10574.460000000001,452,96,0.0,26.22
EMEA,Russia,Corporate,23615.85,16148.76,7467.09,305,59,0.0,31.62
EMEA,Russia,Home Office,18965.49,14470.59,4494.9,160,36,0.0,23.7
EMEA,Saudi Arabia,Consumer,42336.659999999996,32223.18,10113.48,383,78,0.0,23.89
EMEA,Saudi Arabia,Corporate,21826.44,16572.18,5254.26,279,59,0.0,24.07
EMEA,Saudi Arabia,Home Office,17849.1,13877.25,3971.8500000000004,191,30,0.0,22.25
EMEA,Slovakia,Consumer,696.99,643.8299999999999,53.160000000000004,13,2,0.0,7.63
EMEA,Slovakia,Corporate,168.32999999999998,106.22999999999999,62.1,5,2,0.0,36.89
EMEA,Slovenia,Consumer,1316.52,777.0600000000002,539.4599999999999,18,1,0.0,40.98
EMEA,Slovenia,Corporate,153.42,102.83999999999999,50.58,2,1,0.0,32.97
EMEA,Syria,Consumer,1785.522,1519.17,266.35200000000003,31,8,0.13333333333333333,14.92
EMEA,Syria,Corporate,2614.848,2302.59,312.258,12,4,0.08888888888888889,11.94
EMEA,Syria,Home Office,910.26,795.66,114.6,15,4,0.1,12.59
EMEA,Tajikistan,Consumer,242.784,505.65000000000003,-262.866,14,2,0.6999999999999998,-108.27
EMEA,Turkey,Consumer,50972.868,97491.63,-46518.762,1504,328,0.6,-91.26
EMEA,Turkey,Corporate,34773.36,66440.07,-31666.71,926,206,0.6,-91.07
EMEA,Turkey,Home Office,22761.72,43023.479999999996,-20261.76,594,129,0.6,-89.02
EMEA,Turkmenistan,Consumer,1457.37,3767.0099999999998,-2309.64,40,10,0.7,-158.48
EMEA,Turkmenistan,Corporate,215.19899999999998,579.72,-364.521,9,4,0.6999999999999998,-169.39
EMEA,Turkmenistan,Home Office,354.492,983.0400000000001,-628.548,9,2,0.7,-177.31
EMEA,Ukraine,Consumer,48913.8,37364.88,11548.92,524,117,0.0,23.61
EMEA,Ukraine,Corporate,29377.41,21837.9,7539.51,291,61,0.0,25.66
EMEA,Ukraine,Home Office,8565.960000000001,6710.16,1855.8,135,35,0.0,21.66
EMEA,United Arab Emirates,Consumer,720.486,1719.27,-998.784,34,5,0.6999999999999998,-138.63
EMEA,United Arab Emirates,Corporate,23.634,61.71,-38.076,3,1,0.7,-161.11
EMEA,Uzbekistan,Consumer,5435.58,4188.72,1246.86,79,13,0.0,22.94
EMEA,Uzbekistan,Corporate,1272.06,1094.94,177.12,16,5,0.0,13.92
EMEA,Uzbekistan,Home Office,622.23,398.07,224.16,10,3,0.0,36.03
EMEA,Yemen,Consumer,1180.584,3306.54,-2125.956,41,8,0.7,-180.08
EMEA,Yemen,Corporate,930.564,1920.09,-989.526,24,2,0.7,-106.34
EMEA,Yemen,Home Office,354.564,945.54,-590.976,6,1,0.7,-166.68
East,United States,Consumer,350908.167,309717.1827,41190.9843,5347,713,0.14744724302246426,11.74
East,United States,Corporate,200409.347,176786.7681,23622.5789,3358,434,0.1443557582668187,11.79
East,United States,Home Office,127463.726,100754.5092,26709.2168,1913,254,0.14103585657370518,20.95
North,Denmark,Consumer,6469.602,9512.01,-3042.408,168,21,0.5085106382978724,-47.03
North,Denmark,Corporate,2016.156,3171.39,-1155.234,44,7,0.5066666666666666,-57.3
North,Denmark,Home Office,152.29500000000002,236.70000000000002,-84.405,8,3,0.5,-55.42
North,Finland,Consumer,15273.48,12796.77,2476.71,119,20,0.0,16.22
North,Finland,Corporate,3020.76,2422.11,598.65,55,9,0.0,19.82
